geoid,units_single_family,units_multi_family,units_total,year
21205,5,11,16,2012
21207,2,0,2,2012
21209,238,16,254,2012
21211,132,2,134,2012
21213,18,38,56,2012
21215,48,0,48,2012
21217,55,0,55,2012
21219,1,6,7,2012
21221,2,0,2,2012
21225,39,2,41,2012
21227,385,531,916,2012
21229,1,20,21,2012
21231,0,0,0,2012
21233,5,0,5,2012
21235,6,12,18,2012
21239,66,0,66,2012
22001,142,3,145,2012
22003,5,0,5,2012
22005,871,0,871,2012
22007,32,0,32,2012
22009,59,0,59,2012
22011,32,0,32,2012
22013,0,0,0,2012
22015,877,396,1273,2012
22017,288,0,288,2012
22019,523,25,548,2012
22021,13,0,13,2012
22023,57,0,57,2012
22025,2,0,2,2012
22027,0,0,0,2012
22029,13,0,13,2012
22031,16,0,16,2012
22033,1070,0,1070,2012
22035,0,0,0,2012
22037,39,0,39,2012
22039,72,10,82,2012
22041,18,2,20,2012
22043,35,0,35,2012
22045,95,4,99,2012
22047,104,11,115,2012
22049,18,2,20,2012
22051,186,0,186,2012
22053,61,0,61,2012
22055,1084,145,1229,2012
22057,280,8,288,2012
22059,2,0,2,2012
22061,70,68,138,2012
22063,885,132,1017,2012
22065,57,0,57,2012
22067,20,4,24,2012
22069,43,0,43,2012
22071,690,276,966,2012
22073,388,198,586,2012
22075,40,2,42,2012
22077,42,0,42,2012
22079,304,143,447,2012
22081,0,0,0,2012
22083,33,0,33,2012
22085,58,0,58,2012
22087,16,0,16,2012
22089,98,0,98,2012
22091,0,0,0,2012
22093,47,0,47,2012
22095,43,0,43,2012
22097,120,0,120,2012
22099,114,0,114,2012
22101,52,0,52,2012
22103,942,0,942,2012
22105,526,61,587,2012
22107,6,0,6,2012
22109,281,0,281,2012
22111,25,2,27,2012
22113,161,0,161,2012
22115,156,0,156,2012
22117,66,0,66,2012
22119,15,0,15,2012
22121,172,0,172,2012
22123,1,0,1,2012
22125,61,0,61,2012
22127,0,0,0,2012
23000,65,0,65,2012
23001,125,4,129,2012
23003,53,33,86,2012
23005,593,98,691,2012
23007,66,0,66,2012
23009,117,13,130,2012
23011,158,116,274,2012
23013,108,34,142,2012
23015,66,0,66,2012
23017,136,0,136,2012
23019,197,116,313,2012
23021,16,0,16,2012
23023,67,0,67,2012
23025,47,3,50,2012
23027,67,0,67,2012
23029,71,0,71,2012
23031,544,88,632,2012
24001,38,0,38,2012
24003,943,652,1595,2012
24005,676,19,695,2012
24009,276,0,276,2012
24011,28,0,28,2012
24013,307,8,315,2012
24015,233,468,701,2012
24017,671,0,671,2012
24019,25,54,79,2012
24021,730,274,1004,2012
24023,114,0,114,2012
24025,683,68,751,2012
24027,938,748,1686,2012
24029,29,2,31,2012
24031,1174,2807,3981,2012
24033,878,75,953,2012
24035,184,0,184,2012
24037,605,0,605,2012
24039,15,0,15,2012
24041,176,0,176,2012
24043,163,4,167,2012
24045,87,240,327,2012
24047,95,0,95,2012
24510,164,566,730,2012
25001,410,182,592,2012
25003,89,0,89,2012
25005,479,151,630,2012
25007,90,0,90,2012
25009,645,524,1169,2012
25011,40,12,52,2012
25013,282,48,330,2012
25015,144,35,179,2012
25017,1416,1512,2928,2012
25019,58,0,58,2012
25021,639,392,1031,2012
25023,707,166,873,2012
25025,54,1911,1965,2012
25027,867,258,1125,2012
26000,57,0,57,2012
26001,20,0,20,2012
26003,22,0,22,2012
26005,205,0,205,2012
26007,20,2,22,2012
26009,51,0,51,2012
26011,17,0,17,2012
26013,13,0,13,2012
26015,86,0,86,2012
26017,47,48,95,2012
26019,54,0,54,2012
26021,145,6,151,2012
26023,2,0,2,2012
26025,36,101,137,2012
26027,60,0,60,2012
26029,62,2,64,2012
26031,35,0,35,2012
26033,39,0,39,2012
26035,36,0,36,2012
26037,108,5,113,2012
26039,22,0,22,2012
26041,32,0,32,2012
26043,30,0,30,2012
26045,87,38,125,2012
26047,62,0,62,2012
26049,122,0,122,2012
26051,44,0,44,2012
26053,13,0,13,2012
26055,252,21,273,2012
26057,17,0,17,2012
26059,35,8,43,2012
26061,56,4,60,2012
26063,38,0,38,2012
26065,217,144,361,2012
26067,30,0,30,2012
26069,31,0,31,2012
26071,34,0,34,2012
26073,48,8,56,2012
26075,78,0,78,2012
26077,363,38,401,2012
26079,15,0,15,2012
26081,939,188,1127,2012
26083,11,0,11,2012
26085,45,0,45,2012
26087,29,0,29,2012
26089,70,0,70,2012
26091,131,0,131,2012
26093,307,56,363,2012
26095,18,0,18,2012
26097,22,0,22,2012
26099,1141,156,1297,2012
26101,2,0,2,2012
26103,107,73,180,2012
26105,42,4,46,2012
26107,45,0,45,2012
26109,23,0,23,2012
26111,194,2,196,2012
26113,16,0,16,2012
26115,136,0,136,2012
26117,49,2,51,2012
26119,12,0,12,2012
26121,136,2,138,2012
26123,43,0,43,2012
26125,1880,21,1901,2012
26127,7,25,32,2012
26129,26,0,26,2012
26131,8,0,8,2012
26133,13,0,13,2012
26135,18,0,18,2012
26137,24,42,66,2012
26139,622,149,771,2012
26141,22,0,22,2012
26143,41,0,41,2012
26145,109,103,212,2012
26147,78,0,78,2012
26149,28,2,30,2012
26151,16,0,16,2012
26153,24,0,24,2012
26155,19,0,19,2012
26157,17,0,17,2012
26159,69,0,69,2012
26161,262,14,276,2012
26163,672,185,857,2012
26165,20,9,29,2012
27001,69,0,69,2012
27003,716,335,1051,2012
27005,120,0,120,2012
27007,62,65,127,2012
27009,51,134,185,2012
27011,5,0,5,2012
27013,149,303,452,2012
27015,31,0,31,2012
27017,72,0,72,2012
27019,514,22,536,2012
27021,157,0,157,2012
27023,16,0,16,2012
27025,106,0,106,2012
27027,152,62,214,2012
27029,3,0,3,2012
27031,49,4,53,2012
27033,8,24,32,2012
27035,270,40,310,2012
27037,800,222,1022,2012
27039,50,0,50,2012
27041,89,0,89,2012
27043,14,0,14,2012
27045,69,0,69,2012
27047,28,10,38,2012
27049,53,0,53,2012
27051,1,0,1,2012
27053,1346,4159,5505,2012
27055,33,2,35,2012
27057,18,0,18,2012
27059,38,0,38,2012
27061,94,7,101,2012
27063,15,0,15,2012
27065,17,0,17,2012
27067,64,6,70,2012
27069,9,0,9,2012
27071,12,0,12,2012
27073,12,0,12,2012
27075,52,0,52,2012
27077,21,0,21,2012
27079,44,0,44,2012
27081,14,0,14,2012
27083,22,42,64,2012
27085,20,0,20,2012
27087,0,0,0,2012
27089,4,0,4,2012
27091,13,2,15,2012
27093,47,5,52,2012
27095,25,0,25,2012
27097,63,6,69,2012
27099,30,0,30,2012
27101,18,4,22,2012
27103,59,18,77,2012
27105,17,0,17,2012
27107,6,0,6,2012
27109,369,62,431,2012
27111,51,64,115,2012
27113,14,0,14,2012
27115,36,2,38,2012
27117,13,0,13,2012
27119,70,2,72,2012
27121,41,8,49,2012
27123,232,745,977,2012
27125,2,0,2,2012
27127,14,0,14,2012
27129,13,0,13,2012
27131,57,0,57,2012
27133,12,4,16,2012
27135,5,2,7,2012
27137,196,134,330,2012
27139,524,66,590,2012
27141,149,0,149,2012
27143,10,0,10,2012
27145,265,122,387,2012
27147,33,23,56,2012
27149,9,4,13,2012
27151,7,0,7,2012
27153,69,0,69,2012
27155,7,0,7,2012
27157,45,0,45,2012
27159,49,18,67,2012
27161,19,0,19,2012
27163,691,137,828,2012
27165,7,6,13,2012
27167,9,0,9,2012
27169,46,27,73,2012
27171,351,0,351,2012
27173,15,0,15,2012
28001,2,0,2,2012
28003,5,4,9,2012
28005,0,0,0,2012
28007,4,0,4,2012
28009,1,0,1,2012
28011,59,24,83,2012
28013,1,0,1,2012
28017,2,0,2,2012
28019,1,0,1,2012
28021,0,0,0,2012
28023,1,0,1,2012
28025,7,0,7,2012
28027,6,0,6,2012
28029,5,0,5,2012
28031,1,0,1,2012
28033,698,0,698,2012
28035,34,170,204,2012
28037,0,0,0,2012
28039,7,0,7,2012
28041,0,0,0,2012
28043,17,0,17,2012
28045,290,161,451,2012
28047,765,290,1055,2012
28049,224,0,224,2012
28051,4,4,8,2012
28053,1,0,1,2012
28055,1,0,1,2012
28057,7,0,7,2012
28059,343,0,343,2012
28061,0,0,0,2012
28063,0,0,0,2012
28065,0,0,0,2012
28067,9,2,11,2012
28071,358,45,403,2012
28073,22,0,22,2012
28075,113,0,113,2012
28077,2,0,2,2012
28079,1,0,1,2012
28081,86,95,181,2012
28083,17,0,17,2012
28085,11,0,11,2012
28087,96,53,149,2012
28089,600,36,636,2012
28091,4,0,4,2012
28093,40,0,40,2012
28095,3,0,3,2012
28097,15,60,75,2012
28099,1,0,1,2012
28101,0,0,0,2012
28103,2,0,2,2012
28105,121,43,164,2012
28107,9,0,9,2012
28109,142,28,170,2012
28111,2,0,2,2012
28113,1,0,1,2012
28115,17,17,34,2012
28117,9,0,9,2012
28119,8,0,8,2012
28121,529,0,529,2012
28123,0,0,0,2012
28125,0,26,26,2012
28127,27,0,27,2012
28129,2,0,2,2012
28131,10,4,14,2012
28133,5,0,5,2012
28135,0,0,0,2012
28137,77,0,77,2012
28139,6,0,6,2012
28141,1,0,1,2012
28143,14,0,14,2012
28145,5,98,103,2012
28147,0,0,0,2012
28149,0,0,0,2012
28151,9,0,9,2012
28153,3,0,3,2012
28155,1,0,1,2012
28157,0,0,0,2012
28159,1,0,1,2012
28161,9,0,9,2012
28163,5,0,5,2012
29001,44,28,72,2012
29003,10,0,10,2012
29005,1,0,1,2012
29007,6,8,14,2012
29009,7,4,11,2012
29011,4,2,6,2012
29013,3,0,3,2012
29015,5,0,5,2012
29017,5,0,5,2012
29019,914,312,1226,2012
29021,87,12,99,2012
29023,17,11,28,2012
29025,16,0,16,2012
29027,44,4,48,2012
29029,12,0,12,2012
29031,122,103,225,2012
29033,8,0,8,2012
29035,3,0,3,2012
29037,160,0,160,2012
29039,7,0,7,2012
29041,0,0,0,2012
29043,280,0,280,2012
29045,6,0,6,2012
29047,206,11,217,2012
29049,21,0,21,2012
29051,162,15,177,2012
29053,5,0,5,2012
29055,18,14,32,2012
29057,0,0,0,2012
29059,2,0,2,2012
29061,1,0,1,2012
29063,0,0,0,2012
29065,0,0,0,2012
29067,0,0,0,2012
29069,21,0,21,2012
29071,185,14,199,2012
29073,2,0,2,2012
29075,2,0,2,2012
29077,549,660,1209,2012
29079,6,0,6,2012
29081,0,0,0,2012
29083,5,4,9,2012
29087,0,0,0,2012
29089,2,0,2,2012
29091,19,2,21,2012
29093,0,2,2,2012
29095,1061,868,1929,2012
29097,147,91,238,2012
29099,468,2,470,2012
29101,61,44,105,2012
29103,0,0,0,2012
29105,9,36,45,2012
29107,17,0,17,2012
29109,30,0,30,2012
29111,2,0,2,2012
29113,63,2,65,2012
29115,1,0,1,2012
29117,25,0,25,2012
29119,5,0,5,2012
29121,5,0,5,2012
29123,7,0,7,2012
29125,0,0,0,2012
29127,43,2,45,2012
29129,0,0,0,2012
29131,22,4,26,2012
29133,9,0,9,2012
29135,1,0,1,2012
29137,22,0,22,2012
29139,21,0,21,2012
29141,0,0,0,2012
29143,20,0,20,2012
29145,29,12,41,2012
29147,17,52,69,2012
29149,1,0,1,2012
29151,0,0,0,2012
29153,3,4,7,2012
29155,0,0,0,2012
29157,22,16,38,2012
29159,0,32,32,2012
29161,22,50,72,2012
29163,6,0,6,2012
29165,220,44,264,2012
29167,48,0,48,2012
29169,49,346,395,2012
29171,3,0,3,2012
29173,1,0,1,2012
29175,13,0,13,2012
29177,15,0,15,2012
29179,0,0,0,2012
29181,0,0,0,2012
29183,1378,418,1796,2012
29185,1,0,1,2012
29186,2,48,50,2012
29187,51,301,352,2012
29189,684,125,809,2012
29195,3,12,15,2012
29197,3,0,3,2012
29199,1,0,1,2012
29201,45,20,65,2012
29203,0,0,0,2012
29205,2,0,2,2012
29207,14,24,38,2012
29209,103,0,103,2012
29211,1,0,1,2012
29213,69,19,88,2012
29215,1,0,1,2012
29217,8,0,8,2012
29219,65,0,65,2012
29221,0,0,0,2012
29225,27,0,27,2012
29227,0,0,0,2012
29229,1,0,1,2012
29510,84,521,605,2012
30001,2,6,8,2012
30003,1,0,1,2012
30005,0,0,0,2012
30007,2,0,2,2012
30009,3,6,9,2012
30011,0,0,0,2012
30013,121,8,129,2012
30015,2,0,2,2012
30017,7,34,41,2012
30019,9,0,9,2012
30021,3,80,83,2012
30023,4,0,4,2012
30025,5,11,16,2012
30027,1,2,3,2012
30029,105,59,164,2012
30031,524,215,739,2012
30033,0,0,0,2012
30035,1,6,7,2012
30037,0,0,0,2012
30039,0,0,0,2012
30041,4,0,4,2012
30043,1,0,1,2012
30045,0,0,0,2012
30047,24,2,26,2012
30049,75,106,181,2012
30051,0,0,0,2012
30053,3,0,3,2012
30055,1,0,1,2012
30057,2,0,2,2012
30059,0,0,0,2012
30061,0,0,0,2012
30063,179,158,337,2012
30065,1,0,1,2012
30067,12,10,22,2012
30069,0,0,0,2012
30071,2,0,2,2012
30073,1,0,1,2012
30075,0,0,0,2012
30077,0,0,0,2012
30079,0,0,0,2012
30081,3,8,11,2012
30083,129,35,164,2012
30085,3,0,3,2012
30087,2,0,2,2012
30089,0,0,0,2012
30091,8,22,30,2012
30093,55,24,79,2012
30095,12,0,12,2012
30097,0,0,0,2012
30099,4,0,4,2012
30101,5,14,19,2012
30103,0,0,0,2012
30105,1,0,1,2012
30107,0,0,0,2012
30109,1,0,1,2012
30111,416,196,612,2012
31001,61,10,71,2012
31003,14,0,14,2012
31011,7,0,7,2012
31013,3,0,3,2012
31015,0,0,0,2012
31017,1,0,1,2012
31019,146,54,200,2012
31021,11,0,11,2012
31023,1,4,5,2012
31025,50,0,50,2012
31027,9,0,9,2012
31029,1,0,1,2012
31031,13,0,13,2012
31033,21,0,21,2012
31035,7,0,7,2012
31037,29,0,29,2012
31039,11,2,13,2012
31041,0,0,0,2012
31043,25,0,25,2012
31045,1,0,1,2012
31047,23,4,27,2012
31049,1,0,1,2012
31051,12,0,12,2012
31053,45,4,49,2012
31055,1375,634,2009,2012
31057,0,0,0,2012
31059,14,2,16,2012
31061,1,0,1,2012
31063,6,0,6,2012
31065,3,0,3,2012
31067,12,0,12,2012
31069,0,0,0,2012
31071,2,0,2,2012
31073,3,0,3,2012
31077,0,0,0,2012
31079,103,250,353,2012
31081,35,0,35,2012
31083,9,0,9,2012
31085,0,0,0,2012
31087,0,0,0,2012
31089,6,0,6,2012
31091,2,0,2,2012
31093,23,0,23,2012
31095,9,0,9,2012
31097,0,0,0,2012
31099,9,0,9,2012
31101,6,0,6,2012
31103,0,0,0,2012
31105,2,0,2,2012
31107,72,0,72,2012
31109,820,390,1210,2012
31111,38,0,38,2012
31115,9,0,9,2012
31119,60,2,62,2012
31121,31,0,31,2012
31123,0,0,0,2012
31125,13,8,21,2012
31127,6,0,6,2012
31129,2,0,2,2012
31131,30,0,30,2012
31133,4,0,4,2012
31135,1,0,1,2012
31137,17,0,17,2012
31139,10,0,10,2012
31141,62,42,104,2012
31143,3,0,3,2012
31145,5,27,32,2012
31147,1,0,1,2012
31149,1,0,1,2012
31151,14,20,34,2012
31153,764,332,1096,2012
31155,63,0,63,2012
31157,13,2,15,2012
31159,39,0,39,2012
31161,1,0,1,2012
31163,9,0,9,2012
31165,4,0,4,2012
31167,9,0,9,2012
31169,3,4,7,2012
31173,2,3,5,2012
31175,6,0,6,2012
31177,36,0,36,2012
31179,17,6,23,2012
31181,2,0,2,2012
31183,0,0,0,2012
31185,37,0,37,2012
32001,8,0,8,2012
32003,6108,1267,7375,2012
32005,47,0,47,2012
32007,287,187,474,2012
32013,102,70,172,2012
32015,25,0,25,2012
32017,12,0,12,2012
32019,52,0,52,2012
32021,3,0,3,2012
32027,2,0,2,2012
32029,6,0,6,2012
32031,771,68,839,2012
32033,5,0,5,2012
32510,11,40,51,2012
33001,115,3,118,2012
33003,147,0,147,2012
33005,43,50,93,2012
33007,37,33,70,2012
33009,152,36,188,2012
33011,365,255,620,2012
33013,115,12,127,2012
33015,493,201,694,2012
33017,172,19,191,2012
33019,43,5,48,2012
34001,372,69,441,2012
34003,643,1892,2535,2012
34005,410,303,713,2012
34007,234,664,898,2012
34009,332,159,491,2012
34011,185,5,190,2012
34013,248,1086,1334,2012
34015,475,59,534,2012
34017,46,2630,2676,2012
34019,100,81,181,2012
34021,110,334,444,2012
34023,738,569,1307,2012
34025,690,344,1034,2012
34027,577,301,878,2012
34029,937,188,1125,2012
34031,162,366,528,2012
34033,54,7,61,2012
34035,404,765,1169,2012
34037,164,103,267,2012
34039,256,673,929,2012
34041,142,62,204,2012
35000,460,0,460,2012
35001,545,744,1289,2012
35005,20,0,20,2012
35007,11,0,11,2012
35009,146,36,182,2012
35013,703,248,951,2012
35015,106,272,378,2012
35025,38,45,83,2012
35027,49,0,49,2012
35028,1,2,3,2012
35029,5,24,29,2012
35031,7,0,7,2012
35035,5,0,5,2012
35039,0,0,0,2012
35041,42,0,42,2012
35043,607,81,688,2012
35045,176,0,176,2012
35049,130,0,130,2012
35051,0,0,0,2012
35053,0,0,0,2012
35055,62,0,62,2012
35061,107,0,107,2012
36001,246,215,461,2012
36003,43,0,43,2012
36005,8,2544,2552,2012
36007,44,0,44,2012
36009,65,0,65,2012
36011,74,24,98,2012
36013,102,59,161,2012
36015,53,86,139,2012
36017,26,68,94,2012
36019,61,49,110,2012
36021,69,36,105,2012
36023,40,0,40,2012
36025,63,0,63,2012
36027,328,65,393,2012
36029,718,272,990,2012
36031,76,96,172,2012
36033,62,0,62,2012
36035,57,116,173,2012
36037,23,8,31,2012
36039,70,0,70,2012
36041,31,0,31,2012
36043,120,0,120,2012
36045,110,247,357,2012
36047,1,3352,3353,2012
36049,86,0,86,2012
36051,53,15,68,2012
36053,90,4,94,2012
36055,790,262,1052,2012
36057,40,98,138,2012
36059,375,276,651,2012
36061,4,2324,2328,2012
36063,197,65,262,2012
36065,169,37,206,2012
36067,519,724,1243,2012
36069,233,135,368,2012
36071,477,565,1042,2012
36073,24,2,26,2012
36075,162,0,162,2012
36077,47,15,62,2012
36079,37,2,39,2012
36081,76,1352,1428,2012
36083,147,149,296,2012
36085,191,482,673,2012
36087,76,172,248,2012
36089,215,0,215,2012
36091,621,559,1180,2012
36093,104,154,258,2012
36095,31,0,31,2012
36097,64,12,76,2012
36099,26,64,90,2012
36101,74,0,74,2012
36103,815,246,1061,2012
36105,158,4,162,2012
36107,60,12,72,2012
36109,112,157,269,2012
36111,144,70,214,2012
36113,137,0,137,2012
36115,98,61,159,2012
36117,84,2,86,2012
36119,189,335,524,2012
36121,19,0,19,2012
36123,46,0,46,2012
37001,358,0,358,2012
37003,34,40,74,2012
37005,20,0,20,2012
37007,25,3,28,2012
37009,86,0,86,2012
37011,40,44,84,2012
37013,317,64,381,2012
37015,21,0,21,2012
37017,43,0,43,2012
37019,1169,80,1249,2012
37021,646,6,652,2012
37023,71,0,71,2012
37025,770,474,1244,2012
37027,64,0,64,2012
37029,16,0,16,2012
37031,264,13,277,2012
37033,43,0,43,2012
37035,124,2,126,2012
37037,365,0,365,2012
37039,101,0,101,2012
37041,10,0,10,2012
37043,32,0,32,2012
37045,90,15,105,2012
37047,74,48,122,2012
37049,296,0,296,2012
37051,982,1548,2530,2012
37053,203,2,205,2012
37055,221,0,221,2012
37057,226,2,228,2012
37059,43,0,43,2012
37061,51,14,65,2012
37063,947,1719,2666,2012
37065,16,2,18,2012
37067,686,450,1136,2012
37069,182,0,182,2012
37071,419,23,442,2012
37073,21,0,21,2012
37075,21,0,21,2012
37077,167,0,167,2012
37079,11,0,11,2012
37081,944,535,1479,2012
37083,46,0,46,2012
37085,770,0,770,2012
37087,95,0,95,2012
37089,462,0,462,2012
37091,20,0,20,2012
37093,394,116,510,2012
37095,21,0,21,2012
37097,464,0,464,2012
37099,125,0,125,2012
37101,826,0,826,2012
37103,18,0,18,2012
37105,76,0,76,2012
37107,35,2,37,2012
37109,142,43,185,2012
37111,98,0,98,2012
37113,66,16,82,2012
37115,61,0,61,2012
37117,0,0,0,2012
37119,3200,4812,8012,2012
37121,30,0,30,2012
37123,112,0,112,2012
37125,414,12,426,2012
37127,125,2,127,2012
37129,659,934,1593,2012
37131,11,0,11,2012
37133,2007,253,2260,2012
37135,232,0,232,2012
37137,44,0,44,2012
37139,68,0,68,2012
37141,217,4,221,2012
37143,28,0,28,2012
37145,51,0,51,2012
37147,316,454,770,2012
37149,43,0,43,2012
37151,138,126,264,2012
37153,85,52,137,2012
37155,113,7,120,2012
37157,101,43,144,2012
37159,147,0,147,2012
37161,100,6,106,2012
37163,88,0,88,2012
37165,12,44,56,2012
37167,88,38,126,2012
37169,67,0,67,2012
37171,74,0,74,2012
37173,38,0,38,2012
37175,73,0,73,2012
37177,14,0,14,2012
37179,1158,0,1158,2012
37181,35,0,35,2012
37183,5417,6501,11918,2012
37185,36,0,36,2012
37187,10,0,10,2012
37189,190,130,320,2012
37191,201,62,263,2012
37193,85,0,85,2012
37195,116,0,116,2012
37197,35,0,35,2012
37199,29,6,35,2012
38001,0,0,0,2012
38003,21,0,21,2012
38005,0,0,0,2012
38007,8,0,8,2012
38009,7,5,12,2012
38011,6,0,6,2012
38013,13,4,17,2012
38015,803,586,1389,2012
38017,885,1112,1997,2012
38019,6,0,6,2012
38021,0,0,0,2012
38023,20,36,56,2012
38025,42,35,77,2012
38027,0,0,0,2012
38029,3,0,3,2012
38031,2,0,2,2012
38033,14,0,14,2012
38035,149,294,443,2012
38037,0,0,0,2012
38039,0,0,0,2012
38041,8,0,8,2012
38043,0,0,0,2012
38045,4,8,12,2012
38047,1,3,4,2012
38049,39,14,53,2012
38051,1,0,1,2012
38053,40,192,232,2012
38055,92,0,92,2012
38057,44,17,61,2012
38059,359,206,565,2012
38061,71,63,134,2012
38063,4,0,4,2012
38065,2,0,2,2012
38067,1,0,1,2012
38069,2,0,2,2012
38071,13,26,39,2012
38073,5,0,5,2012
38075,1,2,3,2012
38077,32,9,41,2012
38079,2,0,2,2012
38081,13,4,17,2012
38083,4,0,4,2012
38085,0,0,0,2012
38087,0,0,0,2012
38089,672,884,1556,2012
38091,3,0,3,2012
38093,20,0,20,2012
38095,0,0,0,2012
38097,4,2,6,2012
38099,5,2,7,2012
38101,657,845,1502,2012
38103,2,0,2,2012
38105,460,1451,1911,2012
39001,0,0,0,2012
39003,40,40,80,2012
39005,40,2,42,2012
39007,76,9,85,2012
39009,6,5,11,2012
39011,56,7,63,2012
39013,11,0,11,2012
39015,51,0,51,2012
39017,488,8,496,2012
39019,1,0,1,2012
39021,26,0,26,2012
39023,39,76,115,2012
39025,337,166,503,2012
39027,29,0,29,2012
39029,18,0,18,2012
39031,3,0,3,2012
39033,11,0,11,2012
39035,488,146,634,2012
39037,30,0,30,2012
39039,29,6,35,2012
39041,794,82,876,2012
39043,40,4,44,2012
39045,223,303,526,2012
39047,20,0,20,2012
39049,1372,3492,4864,2012
39051,28,0,28,2012
39053,3,0,3,2012
39055,116,0,116,2012
39057,245,202,447,2012
39059,39,3,42,2012
39061,435,418,853,2012
39063,87,0,87,2012
39065,22,4,26,2012
39067,0,0,0,2012
39069,20,0,20,2012
39071,13,0,13,2012
39073,11,0,11,2012
39075,3,0,3,2012
39077,23,0,23,2012
39079,44,0,44,2012
39081,3,4,7,2012
39083,100,0,100,2012
39085,280,174,454,2012
39087,6,2,8,2012
39089,255,17,272,2012
39091,54,5,59,2012
39093,639,87,726,2012
39095,255,83,338,2012
39097,35,4,39,2012
39099,117,0,117,2012
39101,26,20,46,2012
39103,402,0,402,2012
39105,5,0,5,2012
39107,41,11,52,2012
39109,114,9,123,2012
39111,0,0,0,2012
39113,530,14,544,2012
39115,5,0,5,2012
39117,35,0,35,2012
39119,36,48,84,2012
39121,27,3,30,2012
39123,114,0,114,2012
39125,6,0,6,2012
39127,20,4,24,2012
39129,25,0,25,2012
39131,60,0,60,2012
39133,174,4,178,2012
39135,22,0,22,2012
39137,49,2,51,2012
39139,51,2,53,2012
39141,12,16,28,2012
39143,12,0,12,2012
39145,3,92,95,2012
39147,13,0,13,2012
39149,94,2,96,2012
39151,353,117,470,2012
39153,437,3,440,2012
39155,59,8,67,2012
39157,48,14,62,2012
39159,174,0,174,2012
39161,23,64,87,2012
39163,0,0,0,2012
39165,557,33,590,2012
39167,6,0,6,2012
39169,119,12,131,2012
39171,13,2,15,2012
39173,154,182,336,2012
39175,14,0,14,2012
40001,25,0,25,2012
40003,0,0,0,2012
40005,10,0,10,2012
40007,0,0,0,2012
40009,63,30,93,2012
40011,2,0,2,2012
40013,86,13,99,2012
40015,16,0,16,2012
40017,201,8,209,2012
40019,73,4,77,2012
40021,31,4,35,2012
40023,0,0,0,2012
40025,0,0,0,2012
40027,680,971,1651,2012
40029,0,0,0,2012
40031,261,26,287,2012
40033,2,0,2,2012
40035,0,0,0,2012
40037,68,0,68,2012
40039,117,32,149,2012
40041,12,0,12,2012
40043,0,0,0,2012
40045,3,0,3,2012
40047,29,0,29,2012
40049,2,0,2,2012
40051,76,44,120,2012
40053,0,0,0,2012
40055,4,0,4,2012
40059,0,0,0,2012
40061,6,0,6,2012
40063,27,0,27,2012
40065,29,0,29,2012
40067,0,6,6,2012
40069,5,0,5,2012
40071,16,0,16,2012
40073,15,2,17,2012
40075,0,0,0,2012
40077,1,0,1,2012
40079,81,0,81,2012
40081,15,0,15,2012
40083,53,0,53,2012
40085,0,0,0,2012
40087,191,0,191,2012
40089,19,0,19,2012
40091,30,0,30,2012
40093,0,0,0,2012
40095,35,0,35,2012
40097,10,0,10,2012
40099,13,2,15,2012
40101,30,19,49,2012
40103,2,0,2,2012
40105,4,0,4,2012
40107,0,0,0,2012
40109,4258,80,4338,2012
40111,3,3,6,2012
40113,112,6,118,2012
40115,3,0,3,2012
40117,1,0,1,2012
40119,90,163,253,2012
40121,70,15,85,2012
40123,7,18,25,2012
40125,82,61,143,2012
40127,1,0,1,2012
40129,0,0,0,2012
40131,316,0,316,2012
40133,4,0,4,2012
40135,41,10,51,2012
40137,29,0,29,2012
40139,2,0,2,2012
40141,0,0,0,2012
40143,1965,728,2693,2012
40145,234,0,234,2012
40147,58,2,60,2012
40149,1,0,1,2012
40151,1,0,1,2012
40153,38,24,62,2012
41000,80,0,80,2012
41001,22,0,22,2012
41003,86,226,312,2012
41005,1142,439,1581,2012
41007,78,8,86,2012
41009,28,0,28,2012
41011,18,0,18,2012
41013,52,0,52,2012
41015,19,0,19,2012
41017,741,60,801,2012
41019,102,58,160,2012
41025,7,0,7,2012
41027,74,4,78,2012
41029,368,181,549,2012
41031,19,0,19,2012
41033,79,2,81,2012
41035,62,0,62,2012
41037,10,0,10,2012
41039,417,385,802,2012
41041,109,0,109,2012
41043,152,76,228,2012
41045,24,0,24,2012
41047,316,324,640,2012
41049,13,2,15,2012
41051,721,1656,2377,2012
41053,79,2,81,2012
41057,63,2,65,2012
41059,44,2,46,2012
41061,20,18,38,2012
41067,1239,817,2056,2012
41071,158,4,162,2012
42001,167,0,167,2012
42003,1274,226,1500,2012
42005,35,0,35,2012
42007,224,16,240,2012
42009,35,0,35,2012
42011,253,36,289,2012
42013,81,16,97,2012
42015,125,0,125,2012
42017,554,104,658,2012
42019,395,199,594,2012
42021,71,0,71,2012
42023,0,0,0,2012
42025,65,0,65,2012
42027,489,373,862,2012
42029,845,274,1119,2012
42031,29,12,41,2012
42033,74,0,74,2012
42035,29,0,29,2012
42037,91,0,91,2012
42039,54,0,54,2012
42041,680,354,1034,2012
42043,488,347,835,2012
42045,175,0,175,2012
42047,28,0,28,2012
42049,216,272,488,2012
42051,198,0,198,2012
42053,4,0,4,2012
42055,188,185,373,2012
42057,20,0,20,2012
42059,50,0,50,2012
42061,49,8,57,2012
42063,41,325,366,2012
42065,45,0,45,2012
42067,25,6,31,2012
42069,158,8,166,2012
42071,781,379,1160,2012
42073,39,2,41,2012
